session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Ethnicity (Simplified),First Language,Nationality,Sex,Student Status
609a0207c3da06b26bd22a84,5c31a31343b64d000171d735,APPROVED,2021-05-11 04:03:24.775000,2021-05-11 04:08:50.101000,325.326,27,497,1,100,2021-05-14 02:54:17.432000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,Yes
609a020f630b3083cc83bafb,5ee2aa08fb2efb7bf0d0f60c,APPROVED,2021-05-11 04:03:30.154000,2021-05-11 04:08:27.843000,297.689,21,307,0,100,2021-05-14 02:54:19.528000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
609a0214b0c5b7e2676be96f,5afda89559ae1e00017e62f2,APPROVED,2021-05-11 04:03:32.623000,2021-05-11 04:06:34.494000,181.871,54,1196,1,100,2021-05-14 02:36:48.596000,3E161575,India,United States,Full-Time,Asian,English,United States,Male,No
609a021ce31eb25c43f0e84f,608179acecd9ddd4b3f68087,APPROVED,2021-05-11 04:03:42.806000,2021-05-11 04:05:51.964000,129.158,31,104,1,100,2021-05-14 02:44:13.398000,3E161575,United States,United States,Full-Time,White,,United States,Male,No
609a021db3c9a67a163694d5,5fb1af98ade2d76d03d38fde,APPROVED,2021-05-11 04:03:43.790000,2021-05-11 04:06:58.427000,194.637,20,265,1,100,2021-05-14 02:51:43.281000,3E161575,United States,United States,Other,Black,DATA EXPIRED,United States,Female,Yes
609a022058345c0af32ec397,5d75af57bcfd5b001b192708,APPROVED,2021-05-11 04:03:46.537000,2021-05-11 04:06:40.466000,173.929,66,1219,4,100,2021-05-14 02:30:47.463000,3E161575,United States,United States,Part-Time,White,English,United States,Female,No
609a024022663976547f9f48,6080226c01fac98d6b00c55f,APPROVED,2021-05-11 04:04:20.310000,2021-05-11 04:08:17.338000,237.028,40,68,2,97,2021-05-14 02:20:42.793000,3E161575,DATA EXPIRED,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
609a024ab4133209e9a2475e,5c03448ca33dc3000159e4ba,APPROVED,2021-05-11 04:04:29.108000,2021-05-11 04:06:24.913000,115.805,27,380,1,100,2021-05-14 02:54:21.214000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,Hungarian,United States,Female,Yes
609a024def1f7ca10944f66e,5fa0acd771ed8f1275bd6a61,APPROVED,2021-05-11 04:04:35.583000,2021-05-11 04:06:39.466000,123.883,33,217,0,100,2021-05-14 02:44:14.730000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
609a02603669e4b3a689e7ce,5d67476c0ca617001699fe7a,APPROVED,2021-05-11 04:04:48.383000,2021-05-11 04:15:06.964000,618.581,30,1084,0,100,2021-05-14 03:01:23.241000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
609a0263a2487cccbc7d2ecb,602436565e9f8b0bd576296c,APPROVED,2021-05-11 04:04:59.943000,2021-05-11 04:12:35.917000,455.974,24,65,0,100,2021-05-14 02:18:50.300000,3E161575,United States,United States,Full-Time,White,,United States,Male,No
609a0270f20bb40c51b058fa,5de5dba9ff87c15699804260,APPROVED,2021-05-11 04:05:15.707000,2021-05-11 04:08:27.762000,192.055,64,1246,3,100,2021-05-14 02:46:13.255000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a028b7e16c08409b90362,5dd3285739bca132e4786d37,APPROVED,2021-05-11 04:05:35.435000,2021-05-11 04:11:36.401000,360.966,38,559,1,100,2021-05-14 02:44:16.272000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
609a028c439164fdf4e4a1b1,5d4a1c04bddc8a001532cb06,TIMED-OUT,2021-05-11 04:05:48.841000,,288512.592324,30,196,3,98,,,United States,United States,Part-Time,White,English,United States,Female,Yes
609a028d994a580d149a5d36,5d4535f31274770015915207,APPROVED,2021-05-11 04:05:33.918000,2021-05-11 04:09:59.071000,265.153,33,652,1,100,2021-05-14 02:44:19.531000,3E161575,United States,United States,DATA EXPIRED,White,DATA EXPIRED,United States,Male,No
609a02908f843b5313aa2f81,5d4efe300691a6000193557f,APPROVED,2021-05-11 04:05:42.262000,2021-05-11 04:10:25.395000,283.133,48,351,0,100,2021-05-14 02:23:27.140000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
609a0290a2487cccbc7d2ecd,5b5a822e1ad8270001c4f28d,APPROVED,2021-05-11 04:05:36.054000,2021-05-11 04:10:09.113000,273.059,40,1588,8,99,2021-05-14 02:20:44.004000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
609a0290c3da06b26bd22a85,607e09e1df0ec20bddab1815,APPROVED,2021-05-11 04:05:40.400000,2021-05-11 04:07:30.505000,110.105,25,44,0,100,2021-05-14 02:54:23.127000,3E161575,United States,United States,Part-Time,White,,United States,Female,Yes
609a02971e51f50197fba1be,5f2dfc9bcae87215c17d34d4,APPROVED,2021-05-11 04:05:49.439000,2021-05-11 04:19:03.359000,793.92,21,380,0,100,2021-05-14 02:19:37.342000,3E161575,United States,United States,Unemployed (and job seeking),Other,DATA EXPIRED,United States,Female,Yes
609a02a80a7aea0cbfb38346,6095d9eeea5ca5b1f3e39cce,APPROVED,2021-05-11 04:06:05.920000,2021-05-11 04:09:03.439000,177.519,46,40,0,100,2021-05-14 02:20:49.304000,3E161575,United States,United States,Full-Time,White,,United States,Male,No
609a02a9472e1855f82a61be,5a4bf09053a4560001ba0ebf,APPROVED,2021-05-11 04:06:01.585000,2021-05-11 04:07:18.274000,76.689,34,1698,1,100,2021-05-14 02:44:22.029000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a02afcfacd8ef7574753f,5e885b936d76504cabe57f4f,RETURNED,2021-05-11 04:06:12.512000,2021-05-11 04:09:01.871000,169.359,41,727,5,99,,3E161575,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609a02bc35dd4f9af599e0be,5d81996068ef240018354769,APPROVED,2021-05-11 04:06:22.955000,2021-05-11 04:08:45.709000,142.754,21,17,0,100,2021-05-14 02:54:24.331000,3E161575,United States,United States,Other,White,,United States,Female,Yes
609a02d07d21b847d9c30fb9,5ee3a34e16ad19048aef74f6,APPROVED,2021-05-11 04:07:49.168000,2021-05-11 04:10:12.294000,143.126,38,845,0,100,2021-05-14 02:44:27.631000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
609a02d3a6b383fb68e2915f,5f59963070a31e1f2bb54722,APPROVED,2021-05-11 04:06:50.208000,2021-05-11 04:19:09.599000,739.391,62,257,1,100,2021-05-14 02:30:51.021000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,DATA EXPIRED,United States,Female,No
609a02d7593b841b1327cf64,5f0791275c6a563c3909dc56,APPROVED,2021-05-11 04:06:49.844000,2021-05-11 04:08:15.133000,85.289,50,776,3,100,2021-05-14 02:26:35.527000,3E161575,United States,United States,Due to start a new job within the next month,White,English,United States,Male,No
609a02d858fe366c76554c73,5ef55b1c3395621b627d3ae9,APPROVED,2021-05-11 04:06:59.385000,2021-05-11 04:12:42.624000,343.239,51,723,1,100,2021-05-14 02:38:29.764000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
609a02e8bb935803acecdc71,5f23a4a68105d31888fbece8,APPROVED,2021-05-11 04:07:06.588000,2021-05-11 04:08:37.528000,90.94,21,111,0,100,2021-05-14 02:54:26.972000,3E161575,United States,United States,Other,White,English,United States,Female,Yes
609a02fa8768e06e18fe6725,5cde05a1c194e8001c7ada75,APPROVED,2021-05-11 04:07:25.675000,2021-05-11 04:09:26.442000,120.767,31,370,4,98,2021-05-14 02:41:15.323000,3E161575,United States,United States,Part-Time,Black,English,United States,Female,No
609a02fb2c1727f5e81323df,5f4859d23306481f0f0dd2a5,APPROVED,2021-05-11 04:07:26.672000,2021-05-11 04:13:44.895000,378.223,36,599,1,100,2021-05-14 02:44:30.514000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,Yes
609a0303a002439b84b1b73e,595d0331d8bd8d000154e148,APPROVED,2021-05-11 04:07:42.768000,2021-05-11 04:22:04.320000,861.552,36,1765,3,100,2021-05-14 02:44:32.826000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a03044f0fceae546f8e98,5f4c4dd50a92c286c1972f06,APPROVED,2021-05-11 04:07:35.868000,2021-05-11 04:08:45.432000,69.564,24,669,4,100,2021-05-14 02:54:28.315000,3E161575,United States,United States,Part-Time,White,DATA EXPIRED,United States,Female,Yes
609a03184112c20b710d703b,5e1797da928b15062260e30e,APPROVED,2021-05-11 04:07:59.306000,2021-05-11 04:11:05.940000,186.634,69,1071,2,100,2021-05-14 02:46:16.956000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
609a0354862ca35cc9010c15,5f4bbf82fffa8779d1d4b082,APPROVED,2021-05-11 04:08:54.705000,2021-05-11 04:13:09.892000,255.187,35,563,0,100,2021-05-14 02:44:38.528000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
609a03584f7c543c1a73b7dc,6047154617b0fd1950dc9179,APPROVED,2021-05-11 04:09:11.853000,2021-05-11 04:11:26.068000,134.215,33,313,0,100,2021-05-14 02:44:40.840000,3E161575,United States,United States,Part-Time,White,DATA EXPIRED,United States,Male,No
609a035f7931deacbd32611a,609587b9137a27a2820371b4,APPROVED,2021-05-11 04:09:12.590000,2021-05-11 04:14:07.873000,295.283,36,37,0,100,2021-05-14 02:44:42.694000,3E161575,United States,,Full-Time,White,,United States,Male,No
609a03676f6086439b2002fe,5f7d3538b89b0f20774c0921,APPROVED,2021-05-11 04:09:14.016000,2021-05-11 04:11:51.467000,157.451,44,874,2,100,2021-05-14 02:40:23.396000,3E161575,United States,United States,Unemployed (and job seeking),Asian,DATA EXPIRED,United States,Male,No
609a03797bfd59764eaadfbd,5ca6c71383762200151a4a20,APPROVED,2021-05-11 04:09:36.470000,2021-05-11 04:14:22.049000,285.579,69,316,1,100,2021-05-14 02:46:21.344000,3E161575,Panama,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
609a0389b4133209e9a24766,5dfe8e7bdc8535b21b18ea2f,APPROVED,2021-05-11 04:09:45.650000,2021-05-11 04:12:29.351000,163.701,41,1266,2,100,2021-05-14 02:20:50.452000,3E161575,United States,United States,Part-Time,White,English,United States,Male,No
609a038eebe430961c4a4ee7,5ee517175fd9cf23b3b7b7ec,APPROVED,2021-05-11 04:14:17.622000,2021-05-11 04:16:29.754000,132.132,25,1038,6,100,2021-05-14 02:18:51.495000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a038fb94861cc2eef9041,600c3219a434df2de6427feb,TIMED-OUT,2021-05-11 04:09:55.479000,,288266.164473,37,56,1,99,,,United States,United States,Full-Time,White,,United States,Male,No
609a039b7c7d4a43ee8aa8b7,609608e393f4bf3d33c79f93,APPROVED,2021-05-11 04:10:07.722000,2021-05-11 04:13:33.799000,206.077,28,37,0,100,2021-05-14 02:25:29.255000,3E161575,United States,United States,Full-Time,Black,,United States,Male,No
609a03a042139559d7d41548,5d8c15010a2714001b629540,APPROVED,2021-05-11 04:10:16.803000,2021-05-11 04:15:11.647000,294.844,23,293,1,100,2021-05-14 02:18:54.984000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a03bd04085af90b9e567d,5ac98477e1546900019c2c86,APPROVED,2021-05-11 04:10:42.103000,2021-05-11 04:21:18.260000,636.157,26,66,1,100,2021-05-14 02:54:30.831000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
609a03bde185378284a3308f,609458c286e8ca08fc0e705c,APPROVED,2021-05-11 04:10:39.804000,2021-05-11 04:12:24.879000,105.075,22,43,0,100,2021-05-14 02:18:56.851000,3E161575,United States,United States,Full-Time,White,,United States,Male,No
609a03c0f65b3cf7ba0662b3,5fda8fb68676a773fb103a75,TIMED-OUT,2021-05-11 04:16:48.267000,,287853.412028,22,394,0,100,,,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,DATA EXPIRED,United States,Male,No
609a03d6cce76ed409bdb3ad,570eaaaec9e604000e03397e,APPROVED,2021-05-11 04:11:02.064000,2021-05-11 04:16:56.256000,354.192,79,644,3,100,2021-05-14 02:30:53.602000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
609a03de53d3ba2c8a0b8ea1,5ddae85b393bd3a44d7cbaaa,APPROVED,2021-05-11 04:11:13.304000,2021-05-11 04:15:07.903000,234.599,39,899,2,100,2021-05-14 02:29:12.608000,3E161575,United States,United States,Full-Time,Other,English,United States,Female,No
609a03e4e31eb25c43f0e854,5e06ecd524f9390991997bb7,APPROVED,2021-05-11 04:11:34.014000,2021-05-11 04:19:16,461.986,26,955,3,100,2021-05-14 02:54:32.076000,3E161575,United States,United States,Full-Time,White,English,United States,Female,No
609a03e52c1727f5e81323e0,5f9115299908a021dfcf4fae,APPROVED,2021-05-11 04:11:25.348000,2021-05-11 04:16:14.362000,289.014,40,409,3,100,2021-05-14 02:23:28.848000,3E161575,United States,United States,Part-Time,White,DATA EXPIRED,United States,Female,No
609a03f9862ca35cc9010c18,5fd4335c2d643f1a0ed65cb7,APPROVED,2021-05-11 04:11:45.440000,2021-05-11 04:13:10.490000,85.05,23,454,4,99,2021-05-14 02:18:57.999000,3E161575,United States,United States,Part-Time,White,DATA EXPIRED,United States,Male,No
609a0402a67c758b21225385,58a879bac5bcf000011b15d7,APPROVED,2021-05-11 04:11:46.111000,2021-05-11 04:39:11.037000,1644.926,35,1272,15,98,2021-05-14 02:24:47.538000,3E161575,United States,United States,Part-Time,Black,English,United States,Male,No
609a04117bfd59764eaadfbf,5eed22ef1537c7128cca6aaa,APPROVED,2021-05-11 04:12:04.618000,2021-05-11 04:16:05.916000,241.298,20,524,4,100,2021-05-14 02:19:00.178000,3E161575,United States,United States,Part-Time,White,English,United States,Male,Yes
609a041f0572ccab44808c1f,5d36600685d1d50001affacb,APPROVED,2021-05-11 04:12:15.112000,2021-05-11 04:25:17.340000,782.228,51,1267,5,100,2021-05-14 02:26:38.872000,3E161575,United States,United States,Due to start a new job within the next month,White,English,United States,Male,No
609a0422480bc8d9a4fef9dc,5f8b1c0849eea7208ee49a38,APPROVED,2021-05-11 04:12:27.135000,2021-05-11 04:14:48.248000,141.113,28,135,2,99,2021-05-14 02:19:02.567000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
609a042c983bbca3da8737fb,5bc648a58fc1350001d0b725,APPROVED,2021-05-11 04:12:59.391000,2021-05-11 04:19:48.926000,409.535,21,26,1,99,2021-05-14 02:54:35.340000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,,United States,Female,Yes
609a045411581960256c6d9e,5fee0c90eb52700cd9752702,APPROVED,2021-05-11 04:13:08.293000,2021-05-11 04:17:52.432000,284.139,55,299,5,97,2021-05-14 02:38:32.331000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Female,No
609a045d40ce6263f18d587c,5e521b3e1b676823220e7bc8,TIMED-OUT,2021-05-11 04:13:19.925000,,288061.837111,24,591,11,96,,,United States,United States,Part-Time,White,English,United States,Male,No
609a047cece239bcf24a3e9d,5febb30450a719c947d89794,APPROVED,2021-05-11 04:13:48.912000,2021-05-11 04:15:36.615000,107.703,20,525,1,100,2021-05-14 02:19:03.898000,3E161575,United States,United States,Other,White,DATA EXPIRED,United States,Male,Yes
609a049c535e358ef0e70b30,566a1d697da0350005b39de3,APPROVED,2021-05-11 04:14:20.976000,2021-05-11 04:21:44.003000,443.027,74,1119,1,100,2021-05-14 02:46:23.108000,3E161575,United States,United States,,White,English,United States,Male,
609a04aa82c2d69962903cf1,5d1a7bb2339da6001a12b11a,APPROVED,2021-05-11 04:14:44.410000,2021-05-11 04:27:30.898000,766.488,67,1199,2,100,2021-05-14 02:30:56.137000,3E161575,Germany,United States,Part-Time,White,English,United States,Female,No
609a04b25c7abfe0e8916de0,603d7e18a0efddc55c2c2b11,APPROVED,2021-05-11 04:14:44.480000,2021-05-11 04:17:06.559000,142.079,23,211,2,99,2021-05-14 02:19:06.239000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
609a04b340974fd8ce19957a,6095c58f673ef9aa5dafd4e2,APPROVED,2021-05-11 04:14:45.614000,2021-05-11 04:17:07.457000,141.843,25,27,1,99,2021-05-14 02:51:44.962000,3E161575,United States,,"Not in paid work (e.g. homemaker', 'retired or disabled)",Black,,United States,Female,No
609a04bc593b841b1327cf69,5dd3eaabfef7c23d3f95d252,APPROVED,2021-05-11 04:14:55.295000,2021-05-11 04:17:25.703000,150.408,48,1169,0,100,2021-05-14 02:20:54.419000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a04c4e8c4d0daec977812,608eca7ccddd6b465ae4805b,APPROVED,2021-05-11 04:15:09.194000,2021-05-11 04:18:29.748000,200.554,20,53,0,100,2021-05-14 02:19:07.817000,3E161575,United States,United States,Unemployed (and job seeking),White,,United States,Male,Yes
609a04ca6d73f67a28e3af17,5c1afa2037dd01000114f09d,APPROVED,2021-05-11 04:15:09.917000,2021-05-11 04:21:30.688000,380.771,49,875,1,100,2021-05-14 02:54:57.716000,3E161575,United States,United States,Full-Time,Black,English,United States,Female,No
609a04d30a305fdf2047a761,609306c381d7b4dc9e0b62de,APPROVED,2021-05-11 04:15:17.505000,2021-05-11 04:18:32.456000,194.951,24,32,0,100,2021-05-14 02:54:36.426000,3E161575,United States,United States,Full-Time,White,,United States,Female,No
609a04e59924b5069f09f994,5ededc7ab3595e17ef9533df,APPROVED,2021-05-11 04:15:33.480000,2021-05-11 04:18:59.828000,206.348,33,430,0,100,2021-05-14 02:17:02.672000,3E161575,United States,United States,DATA EXPIRED,Other,English,United States,Male,Yes
609a04eb983bbca3da873801,5d2d0fb9f4b87b0001f0acff,APPROVED,2021-05-11 04:15:39.682000,2021-05-11 04:22:47.922000,428.24,46,938,0,100,2021-05-14 02:20:58.268000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a0527136aeae983fcc1bf,6082249a001f42155fac637d,APPROVED,2021-05-11 04:16:46.358000,2021-05-11 04:18:56.373000,130.015,54,55,0,100,2021-05-14 02:38:33.937000,3E161575,United States,United States,Part-Time,White,,United States,Female,No
609a05337c0d95b50812199b,60039f10910e80100d93520f,APPROVED,2021-05-11 04:16:55.649000,2021-05-11 04:24:23.993000,448.344,43,101,0,100,2021-05-14 02:23:31.222000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Female,No
609a055c7cbec7314077abf2,5fc5b0f6a2d98d149da2e817,APPROVED,2021-05-11 04:17:37.419000,2021-05-11 04:20:38.961000,181.542,58,112,4,97,2021-05-14 02:51:16.102000,3E161575,United States,United States,Full-Time,Other,DATA EXPIRED,United States,Male,No
609a056aa3ab02c4100b1a0c,607cc2e23533c45a7f168538,APPROVED,2021-05-11 04:17:46.015000,2021-05-11 04:22:07.273000,261.258,41,133,1,99,2021-05-14 02:36:40.841000,3E161575,United States,United States,Full-Time,Other,DATA EXPIRED,United States,Male,No
609a057c19b1eccc204280d4,5bf6fc936c445d0001aeba98,APPROVED,2021-05-11 04:18:09.503000,2021-05-11 04:25:09.972000,420.469,40,1030,2,100,2021-05-14 02:21:01.580000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a0580dcac4bfe9dafc962,5e529e8f31127d2b307b5858,APPROVED,2021-05-11 04:18:12.698000,2021-05-11 04:26:24.416000,491.718,50,545,3,99,2021-05-14 02:38:35.169000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,Yes
609a0583a53669289a5f7edd,5c5dba4ed86a7f000191e5d5,APPROVED,2021-05-11 04:18:14.835000,2021-05-11 04:20:23.467000,128.632,57,1172,10,98,2021-05-14 02:26:42.995000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a058841eaa3ec4dd5d488,6027d20c1ad4755e8dbc2869,APPROVED,2021-05-11 04:21:12.041000,2021-05-11 04:35:29.195000,857.154,33,285,2,100,2021-05-14 02:24:51.938000,3E161575,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
609a05a2a4a4043171cc54ef,5ef54b31234db61ac1c7fdb0,APPROVED,2021-05-11 04:18:44.718000,2021-05-11 04:27:40.286000,535.568,40,790,2,100,2021-05-14 02:21:05.150000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
609a05cd862ca35cc9010c1c,5cfa77e907f7dd0001b163b7,APPROVED,2021-05-11 04:19:27.676000,2021-05-11 04:21:12.886000,105.21,25,274,0,100,2021-05-14 02:19:09.297000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
609a05d127c95b98de878597,5be76e0505e5cd00017a1f8e,APPROVED,2021-05-11 04:20:16.266000,2021-05-11 04:24:20.800000,244.534,52,1031,2,100,2021-05-14 02:38:38.020000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
609a05dc1e51f50197fba1c7,607be31902c543f676aac698,APPROVED,2021-05-11 04:20:03.700000,2021-05-11 04:30:27.429000,623.729,35,83,0,100,2021-05-14 02:24:53.684000,3E161575,DATA EXPIRED,United States,Full-Time,Black,DATA EXPIRED,United States,Male,No
609a0604038525d0314e774d,594ec90eca6e670001b2c184,APPROVED,2021-05-11 04:23:31.919000,2021-05-11 04:24:28.398000,56.479,27,1124,3,100,2021-05-14 02:19:10.937000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a0630aaaffb5b3bca32f5,5b2465d4007d870001c7926a,APPROVED,2021-05-11 04:21:04.964000,2021-05-11 04:25:53.470000,288.506,45,1609,3,100,2021-05-14 02:21:08.273000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a06459ca334d3b8ec0af4,60182dbd804fd3028b601888,APPROVED,2021-05-11 04:21:27.351000,2021-05-11 04:23:25.998000,118.647,31,372,2,100,2021-05-14 02:41:17.189000,3E161575,United States,United States,Full-Time,Black,DATA EXPIRED,United States,Female,No
609a064c865cf7643e75ddc1,5f490d10022f3f2e8f33cc9a,APPROVED,2021-05-11 04:21:37.047000,2021-05-11 04:23:51.823000,134.776,42,496,7,97,2021-05-14 02:40:27.544000,3E161575,United States,United States,Full-Time,Asian,DATA EXPIRED,United States,Male,No
609a064e70b984d57d647a78,6064c69963f294b733f18be3,APPROVED,2021-05-11 04:21:38.991000,2021-05-11 04:25:18.865000,219.874,55,159,0,100,2021-05-14 02:26:46.501000,3E161575,United States,United States,Full-Time,White,DATA EXPIRED,United States,Male,No
609a0650ec400308e84660ff,5e3cc28a194a520c0c128f13,APPROVED,2021-05-11 04:21:40.055000,2021-05-11 04:31:39.317000,599.262,52,576,0,100,2021-05-14 02:26:48.609000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Male,No
609a0653ff712b552fcdbf00,5e2ac2aa0038f21089a533a4,RETURNED,2021-05-11 04:32:00.051000,,286941.913682,41,1100,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
609a065bdbf06b92696b97f3,601a2908d4210b238f755fed,APPROVED,2021-05-11 04:21:47.419000,2021-05-11 04:43:08.649000,1281.23,25,287,0,100,2021-05-14 02:25:30.388000,3E161575,United States,United States,Other,Black,DATA EXPIRED,United States,Male,No
609a066370b984d57d647a79,5f5eb22e58c9fb7782a6e90c,APPROVED,2021-05-11 04:22:00.251000,2021-05-11 04:27:13.370000,313.119,55,460,2,100,2021-05-14 02:26:50.860000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
609a066ea01878a6c94ba618,60939b72436ac15743c7a980,APPROVED,2021-05-11 04:22:18.336000,2021-05-11 04:26:45.526000,267.19,38,33,2,93,2021-05-14 02:24:55.170000,3E161575,,,Full-Time,Black,,United States,Male,No
609a0679e3d4f2b7dc657c8d,5d79375d794d900017671c07,APPROVED,2021-05-11 04:22:20.997000,2021-05-11 04:28:45.834000,384.837,47,1066,2,100,2021-05-14 02:23:32.406000,3E161575,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",White,English,United States,Female,No
609a06927b7f9ad397c816bd,5a3bdd2c8d005a0001829f3e,APPROVED,2021-05-11 04:22:42.200000,2021-05-11 04:29:27.756000,405.556,30,1454,0,100,2021-05-14 02:17:04.988000,3E161575,United States,United States,Full-Time,Other,English,United States,Male,No
609a069792b1a4a3e642f60f,602a01c44980dd9a600e58f2,APPROVED,2021-05-11 04:23:01.887000,2021-05-11 04:28:55.650000,353.763,32,307,7,96,2021-05-14 02:24:57.071000,3E161575,United States,United States,DATA EXPIRED,Black,DATA EXPIRED,United States,Male,DATA EXPIRED
609a069e9c8dd96dcf839ab4,5642af61942576000566efda,TIMED-OUT,2021-05-11 04:29:26.578000,,287095.420594,31,1209,1,100,,,United States,United States,Unemployed (and job seeking),Black,English,United States,Male,No
609a06b93e8f938a10d6f28c,5de96ccf7aeafe09d7e8a74a,APPROVED,2021-05-11 04:23:21.392000,2021-05-11 04:29:53.602000,392.21,52,1055,1,100,2021-05-14 02:51:18.912000,3E161575,United States,United States,DATA EXPIRED,Mixed,English,United States,Male,No
609a06c9838a6fae810a79a5,5de2b1568f5cd52ecc1b14b8,APPROVED,2021-05-11 04:23:37.162000,2021-05-11 04:28:06.949000,269.787,42,1147,1,100,2021-05-14 02:21:13.162000,3E161575,United States,United States,Full-Time,White,English,United States,Male,No
609a06d7472e1855f82a61d1,60139fd4b1babe296d0a1925,APPROVED,2021-05-11 04:24:27.782000,2021-05-11 04:33:12.957000,525.175,40,230,0,100,2021-05-14 02:23:36.248000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Female,No
609a06da6e34a3e8d5c3d4a3,605923e2a9d57a958f023174,APPROVED,2021-05-11 04:24:25.672000,2021-05-11 04:27:12.392000,166.72,25,200,0,100,2021-05-14 02:19:15.005000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Male,No
609a06f817d092fa9bccaf20,5eaf89868dc798686228174b,APPROVED,2021-05-11 04:24:33.423000,2021-05-11 04:37:31.830000,778.407,57,825,0,100,2021-05-14 02:52:07.029000,3E161575,Germany,United States,Full-Time,Black,English,United States,Female,No
609a0700817c8d6102b5f4fe,584baa2151a9bc0001e16ba8,APPROVED,2021-05-11 04:24:41.260000,2021-05-11 04:34:51.105000,609.845,43,688,2,100,2021-05-14 02:23:37.751000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Female,No
609a071029fcdd34f0d4de30,605bd47eeff6364f2022507f,APPROVED,2021-05-11 04:24:51.613000,2021-05-11 04:29:07.521000,255.908,50,114,2,98,2021-05-14 02:38:41.387000,3E161575,United States,United States,Unemployed (and job seeking),White,DATA EXPIRED,United States,Female,No
609a071d908327760bf2a0fd,5a21c736681a240001ff411f,APPROVED,2021-05-11 04:25:11.757000,2021-05-11 04:28:02.322000,170.565,26,484,2,100,2021-05-14 02:19:16.540000,3E161575,United States,United States,Unemployed (and job seeking),White,English,United States,Male,No
